Time,Competitor,Operation,OrderId,Side,Volume,Price,Lifespan,Fee,FuturePrice,EtfPrice,AccountBalance,FuturePosition,EtfPosition,ProfitLoss,TotalFees,MaxDrawdown,BuyVolume,SellVolume
615.000000,ExampleTwo,Tick,,,,,,0.00,3430.00,3429.00,252.02,2,-2,254.02,147.48,36.92,761,763
615.250000,ExampleOne,Tick,,,,,,0.00,3429.00,3426.00,552.98,-101,101,249.98,103.02,1212.00,355,254
615.250000,TraderOne,Tick,,,,,,0.00,3429.00,3426.00,0.00,0,0,0.00,0.00,0.00,0,0
615.250000,ExampleTwo,Tick,,,,,,0.00,3429.00,3426.00,252.02,2,-2,258.02,147.48,36.92,761,763
615.500000,ExampleOne,Tick,,,,,,0.00,3429.00,3429.00,552.98,-101,101,552.98,103.02,1212.00,355,254
615.500000,TraderOne,Tick,,,,,,0.00,3429.00,3429.00,0.00,0,0,0.00,0.00,0.00,0,0
615.500000,ExampleTwo,Tick,,,,,,0.00,3429.00,3429.00,252.02,2,-2,252.02,147.48,36.92,761,763
615.750000,ExampleOne,Tick,,,,,,0.00,3429.00,3429.00,552.98,-101,101,552.98,103.02,1212.00,355,254
615.750000,TraderOne,Tick,,,,,,0.00,3429.00,3429.00,0.00,0,0,0.00,0.00,0.00,0,0
615.750000,ExampleTwo,Tick,,,,,,0.00,3429.00,3429.00,252.02,2,-2,252.02,147.48,36.92,761,763
616.000000,ExampleOne,Tick,,,,,,0.00,3429.00,3427.00,552.98,-101,101,350.98,103.02,1212.00,355,254
616.000000,TraderOne,Tick,,,,,,0.00,3429.00,3427.00,0.00,0,0,0.00,0.00,0.00,0,0
616.000000,ExampleTwo,Tick,,,,,,0.00,3429.00,3427.00,252.02,2,-2,256.02,147.48,36.92,761,763
616.250000,ExampleOne,Tick,,,,,,0.00,3429.00,3427.00,552.98,-101,101,350.98,103.02,1212.00,355,254
616.250000,TraderOne,Tick,,,,,,0.00,3429.00,3427.00,0.00,0,0,0.00,0.00,0.00,0,0
616.250000,ExampleTwo,Tick,,,,,,0.00,3429.00,3427.00,252.02,2,-2,256.02,147.48,36.92,761,763
616.500000,ExampleOne,Tick,,,,,,0.00,3429.00,3426.00,552.98,-101,101,249.98,103.02,1212.00,355,254
616.500000,TraderOne,Tick,,,,,,0.00,3429.00,3426.00,0.00,0,0,0.00,0.00,0.00,0,0
616.500000,ExampleTwo,Tick,,,,,,0.00,3429.00,3426.00,252.02,2,-2,258.02,147.48,36.92,761,763
616.750000,ExampleOne,Tick,,,,,,0.00,3429.00,3426.00,552.98,-101,101,249.98,103.02,1212.00,355,254
616.750000,TraderOne,Tick,,,,,,0.00,3429.00,3426.00,0.00,0,0,0.00,0.00,0.00,0,0
616.750000,ExampleTwo,Tick,,,,,,0.00,3429.00,3426.00,252.02,2,-2,258.02,147.48,36.92,761,763
617.000000,ExampleOne,Tick,,,,,,0.00,3428.00,3427.00,552.98,-101,101,451.98,103.02,1212.00,355,254
617.000000,TraderOne,Tick,,,,,,0.00,3428.00,3427.00,0.00,0,0,0.00,0.00,0.00,0,0
617.000000,ExampleTwo,Tick,,,,,,0.00,3428.00,3427.00,252.02,2,-2,254.02,147.48,36.92,761,763
617.250000,ExampleOne,Tick,,,,,,0.00,3428.00,3427.00,552.98,-101,101,451.98,103.02,1212.00,355,254
617.250000,TraderOne,Tick,,,,,,0.00,3428.00,3427.00,0.00,0,0,0.00,0.00,0.00,0,0
617.250000,ExampleTwo,Tick,,,,,,0.00,3428.00,3427.00,252.02,2,-2,254.02,147.48,36.92,761,763
617.500000,ExampleOne,Tick,,,,,,0.00,3428.00,3427.00,552.98,-101,101,451.98,103.02,1212.00,355,254
617.500000,TraderOne,Tick,,,,,,0.00,3428.00,3427.00,0.00,0,0,0.00,0.00,0.00,0,0
617.500000,ExampleTwo,Tick,,,,,,0.00,3428.00,3427.00,252.02,2,-2,254.02,147.48,36.92,761,763
617.750000,ExampleOne,Tick,,,,,,0.00,3428.00,3426.00,552.98,-101,101,350.98,103.02,1212.00,355,254
617.750000,TraderOne,Tick,,,,,,0.00,3428.00,3426.00,0.00,0,0,0.00,0.00,0.00,0,0
617.750000,ExampleTwo,Tick,,,,,,0.00,3428.00,3426.00,252.02,2,-2,256.02,147.48,36.92,761,763
618.000000,ExampleOne,Tick,,,,,,0.00,3428.00,3429.00,552.98,-101,101,653.98,103.02,1212.00,355,254
618.000000,TraderOne,Tick,,,,,,0.00,3428.00,3429.00,0.00,0,0,0.00,0.00,0.00,0,0
618.000000,ExampleTwo,Tick,,,,,,0.00,3428.00,3429.00,252.02,2,-2,250.02,147.48,36.92,761,763
618.250000,ExampleOne,Tick,,,,,,0.00,3428.00,3429.00,552.98,-101,101,653.98,103.02,1212.00,355,254
618.250000,TraderOne,Tick,,,,,,0.00,3428.00,3429.00,0.00,0,0,0.00,0.00,0.00,0,0
618.250000,ExampleTwo,Tick,,,,,,0.00,3428.00,3429.00,252.02,2,-2,250.02,147.48,36.92,761,763
618.500000,ExampleOne,Tick,,,,,,0.00,3427.00,3429.00,552.98,-101,101,754.98,103.02,1212.00,355,254
618.500000,TraderOne,Tick,,,,,,0.00,3427.00,3429.00,0.00,0,0,0.00,0.00,0.00,0,0
618.500000,ExampleTwo,Tick,,,,,,0.00,3427.00,3429.00,252.02,2,-2,248.02,147.48,36.92,761,763
618.750000,ExampleOne,Tick,,,,,,0.00,3427.00,3429.00,552.98,-101,101,754.98,103.02,1212.00,355,254
618.750000,TraderOne,Tick,,,,,,0.00,3427.00,3429.00,0.00,0,0,0.00,0.00,0.00,0,0
618.750000,ExampleTwo,Tick,,,,,,0.00,3427.00,3429.00,252.02,2,-2,248.02,147.48,36.92,761,763
619.000000,ExampleOne,Tick,,,,,,0.00,3427.00,3425.00,552.98,-101,101,350.98,103.02,1212.00,355,254
619.000000,TraderOne,Tick,,,,,,0.00,3427.00,3425.00,0.00,0,0,0.00,0.00,0.00,0,0
619.000000,ExampleTwo,Tick,,,,,,0.00,3427.00,3425.00,252.02,2,-2,256.02,147.48,36.92,761,763
619.250000,ExampleOne,Tick,,,,,,0.00,3427.00,3429.00,552.98,-101,101,754.98,103.02,1212.00,355,254
619.250000,TraderOne,Tick,,,,,,0.00,3427.00,3429.00,0.00,0,0,0.00,0.00,0.00,0,0
619.250000,ExampleTwo,Tick,,,,,,0.00,3427.00,3429.00,252.02,2,-2,248.02,147.48,36.92,761,763
619.500000,ExampleOne,Tick,,,,,,0.00,3427.00,3429.00,552.98,-101,101,754.98,103.02,1212.00,355,254
619.500000,TraderOne,Tick,,,,,,0.00,3427.00,3429.00,0.00,0,0,0.00,0.00,0.00,0,0
619.500000,ExampleTwo,Tick,,,,,,0.00,3427.00,3429.00,252.02,2,-2,248.02,147.48,36.92,761,763
619.750000,ExampleOne,Tick,,,,,,0.00,3427.00,3423.00,552.98,-101,101,148.98,103.02,1212.00,355,254
619.750000,TraderOne,Tick,,,,,,0.00,3427.00,3423.00,0.00,0,0,0.00,0.00,0.00,0,0
619.750000,ExampleTwo,Tick,,,,,,0.00,3427.00,3423.00,252.02,2,-2,260.02,147.48,36.92,761,763
620.000000,ExampleOne,Tick,,,,,,0.00,3426.00,3429.00,552.98,-101,101,855.98,103.02,1212.00,355,254
620.000000,TraderOne,Tick,,,,,,0.00,3426.00,3429.00,0.00,0,0,0.00,0.00,0.00,0,0
620.000000,ExampleTwo,Tick,,,,,,0.00,3426.00,3429.00,252.02,2,-2,246.02,147.48,36.92,761,763
620.250000,ExampleOne,Tick,,,,,,0.00,3426.00,3422.00,552.98,-101,101,148.98,103.02,1212.00,355,254
620.250000,TraderOne,Tick,,,,,,0.00,3426.00,3422.00,0.00,0,0,0.00,0.00,0.00,0,0
620.250000,ExampleTwo,Tick,,,,,,0.00,3426.00,3422.00,252.02,2,-2,260.02,147.48,36.92,761,763
620.500000,ExampleOne,Tick,,,,,,0.00,3426.00,3422.00,552.98,-101,101,148.98,103.02,1212.00,355,254
620.500000,TraderOne,Tick,,,,,,0.00,3426.00,3422.00,0.00,0,0,0.00,0.00,0.00,0,0
620.500000,ExampleTwo,Tick,,,,,,0.00,3426.00,3422.00,252.02,2,-2,260.02,147.48,36.92,761,763
620.750000,ExampleOne,Tick,,,,,,0.00,3426.00,3422.00,552.98,-101,101,148.98,103.02,1212.00,355,254
620.750000,TraderOne,Tick,,,,,,0.00,3426.00,3422.00,0.00,0,0,0.00,0.00,0.00,0,0
620.750000,ExampleTwo,Tick,,,,,,0.00,3426.00,3422.00,252.02,2,-2,260.02,147.48,36.92,761,763
621.000000,ExampleOne,Tick,,,,,,0.00,3426.00,3428.00,552.98,-101,101,754.98,103.02,1212.00,355,254
621.000000,TraderOne,Tick,,,,,,0.00,3426.00,3428.00,0.00,0,0,0.00,0.00,0.00,0,0
621.000000,ExampleTwo,Tick,,,,,,0.00,3426.00,3428.00,252.02,2,-2,248.02,147.48,36.92,761,763
621.250000,ExampleOne,Tick,,,,,,0.00,3426.00,3428.00,552.98,-101,101,754.98,103.02,1212.00,355,254
621.250000,TraderOne,Tick,,,,,,0.00,3426.00,3428.00,0.00,0,0,0.00,0.00,0.00,0,0
621.250000,ExampleTwo,Tick,,,,,,0.00,3426.00,3428.00,252.02,2,-2,248.02,147.48,36.92,761,763
621.500000,ExampleOne,Tick,,,,,,0.00,3424.00,3428.00,552.98,-101,101,956.98,103.02,1212.00,355,254
621.500000,TraderOne,Tick,,,,,,0.00,3424.00,3428.00,0.00,0,0,0.00,0.00,0.00,0,0
621.500000,ExampleTwo,Tick,,,,,,0.00,3424.00,3428.00,252.02,2,-2,244.02,147.48,36.92,761,763
621.750000,ExampleOne,Tick,,,,,,0.00,3424.00,3427.00,552.98,-101,101,855.98,103.02,1212.00,355,254
621.750000,TraderOne,Tick,,,,,,0.00,3424.00,3427.00,0.00,0,0,0.00,0.00,0.00,0,0
621.750000,ExampleTwo,Tick,,,,,,0.00,3424.00,3427.00,252.02,2,-2,246.02,147.48,36.92,761,763
622.000000,ExampleOne,Tick,,,,,,0.00,3426.00,3429.00,552.98,-101,101,855.98,103.02,1212.00,355,254
622.000000,TraderOne,Tick,,,,,,0.00,3426.00,3429.00,0.00,0,0,0.00,0.00,0.00,0,0
622.000000,ExampleTwo,Tick,,,,,,0.00,3426.00,3429.00,252.02,2,-2,246.02,147.48,36.92,761,763
622.250000,ExampleOne,Tick,,,,,,0.00,3426.00,3429.00,552.98,-101,101,855.98,103.02,1212.00,355,254
622.250000,TraderOne,Tick,,,,,,0.00,3426.00,3429.00,0.00,0,0,0.00,0.00,0.00,0,0
622.250000,ExampleTwo,Tick,,,,,,0.00,3426.00,3429.00,252.02,2,-2,246.02,147.48,36.92,761,763
622.500000,ExampleOne,Tick,,,,,,0.00,3426.00,3429.00,552.98,-101,101,855.98,103.02,1212.00,355,254
622.500000,TraderOne,Tick,,,,,,0.00,3426.00,3429.00,0.00,0,0,0.00,0.00,0.00,0,0
622.500000,ExampleTwo,Tick,,,,,,0.00,3426.00,3429.00,252.02,2,-2,246.02,147.48,36.92,761,763
622.766000,ExampleOne,Tick,,,,,,0.00,3426.00,3428.00,552.98,-101,101,754.98,103.02,1212.00,355,254
622.766000,TraderOne,Tick,,,,,,0.00,3426.00,3428.00,0.00,0,0,0.00,0.00,0.00,0,0
622.766000,ExampleTwo,Tick,,,,,,0.00,3426.00,3428.00,252.02,2,-2,248.02,147.48,36.92,761,763
623.000000,ExampleOne,Tick,,,,,,0.00,3425.00,3428.00,552.98,-101,101,855.98,103.02,1212.00,355,254
623.000000,TraderOne,Tick,,,,,,0.00,3425.00,3428.00,0.00,0,0,0.00,0.00,0.00,0,0
623.000000,ExampleTwo,Tick,,,,,,0.00,3425.00,3428.00,252.02,2,-2,246.02,147.48,36.92,761,763
623.250000,ExampleOne,Tick,,,,,,0.00,3425.00,3427.00,552.98,-101,101,754.98,103.02,1212.00,355,254
623.250000,TraderOne,Tick,,,,,,0.00,3425.00,3427.00,0.00,0,0,0.00,0.00,0.00,0,0
623.250000,ExampleTwo,Tick,,,,,,0.00,3425.00,3427.00,252.02,2,-2,248.02,147.48,36.92,761,763
623.500000,ExampleOne,Tick,,,,,,0.00,3425.00,3425.00,552.98,-101,101,552.98,103.02,1212.00,355,254
623.500000,TraderOne,Tick,,,,,,0.00,3425.00,3425.00,0.00,0,0,0.00,0.00,0.00,0,0
623.500000,ExampleTwo,Tick,,,,,,0.00,3425.00,3425.00,252.02,2,-2,252.02,147.48,36.92,761,763
623.750000,ExampleOne,Tick,,,,,,0.00,3425.00,3426.00,552.98,-101,101,653.98,103.02,1212.00,355,254
623.750000,TraderOne,Tick,,,,,,0.00,3425.00,3426.00,0.00,0,0,0.00,0.00,0.00,0,0
623.750000,ExampleTwo,Tick,,,,,,0.00,3425.00,3426.00,252.02,2,-2,250.02,147.48,36.92,761,763
624.000000,ExampleOne,Tick,,,,,,0.00,3425.00,3427.00,552.98,-101,101,754.98,103.02,1212.00,355,254
624.000000,TraderOne,Tick,,,,,,0.00,3425.00,3427.00,0.00,0,0,0.00,0.00,0.00,0,0
624.000000,ExampleTwo,Tick,,,,,,0.00,3425.00,3427.00,252.02,2,-2,248.02,147.48,36.92,761,763
624.250000,ExampleOne,Tick,,,,,,0.00,3424.00,3429.00,552.98,-101,101,1057.98,103.02,1212.00,355,254
624.250000,TraderOne,Tick,,,,,,0.00,3424.00,3429.00,0.00,0,0,0.00,0.00,0.00,0,0
624.250000,ExampleTwo,Tick,,,,,,0.00,3424.00,3429.00,252.02,2,-2,242.02,147.48,36.92,761,763
624.500000,ExampleOne,Tick,,,,,,0.00,3424.00,3425.00,552.98,-101,101,653.98,103.02,1212.00,355,254
624.500000,TraderOne,Tick,,,,,,0.00,3424.00,3425.00,0.00,0,0,0.00,0.00,0.00,0,0
624.500000,ExampleTwo,Tick,,,,,,0.00,3424.00,3425.00,252.02,2,-2,250.02,147.48,36.92,761,763
624.750000,ExampleOne,Tick,,,,,,0.00,3424.00,3429.00,552.98,-101,101,1057.98,103.02,1212.00,355,254
624.750000,TraderOne,Tick,,,,,,0.00,3424.00,3429.00,0.00,0,0,0.00,0.00,0.00,0,0
624.750000,ExampleTwo,Tick,,,,,,0.00,3424.00,3429.00,252.02,2,-2,242.02,147.48,36.92,761,763
625.000000,ExampleOne,Tick,,,,,,0.00,3424.00,3426.00,552.98,-101,101,754.98,103.02,1212.00,355,254
625.000000,TraderOne,Tick,,,,,,0.00,3424.00,3426.00,0.00,0,0,0.00,0.00,0.00,0,0
625.000000,ExampleTwo,Tick,,,,,,0.00,3424.00,3426.00,252.02,2,-2,248.02,147.48,36.92,761,763
625.266000,ExampleOne,Tick,,,,,,0.00,3423.00,3426.00,552.98,-101,101,855.98,103.02,1212.00,355,254
625.266000,TraderOne,Tick,,,,,,0.00,3423.00,3426.00,0.00,0,0,0.00,0.00,0.00,0,0
625.266000,ExampleTwo,Tick,,,,,,0.00,3423.00,3426.00,252.02,2,-2,246.02,147.48,36.92,761,763
625.500000,ExampleOne,Tick,,,,,,0.00,3423.00,3424.00,552.98,-101,101,653.98,103.02,1212.00,355,254
625.500000,TraderOne,Tick,,,,,,0.00,3423.00,3424.00,0.00,0,0,0.00,0.00,0.00,0,0
625.500000,ExampleTwo,Tick,,,,,,0.00,3423.00,3424.00,252.02,2,-2,250.02,147.48,36.92,761,763
625.750000,ExampleOne,Tick,,,,,,0.00,3423.00,3423.00,552.98,-101,101,552.98,103.02,1212.00,355,254
625.750000,TraderOne,Tick,,,,,,0.00,3423.00,3423.00,0.00,0,0,0.00,0.00,0.00,0,0
625.750000,ExampleTwo,Tick,,,,,,0.00,3423.00,3423.00,252.02,2,-2,252.02,147.48,36.92,761,763
626.000000,ExampleOne,Tick,,,,,,0.00,3423.00,3423.00,552.98,-101,101,552.98,103.02,1212.00,355,254
626.000000,TraderOne,Tick,,,,,,0.00,3423.00,3423.00,0.00,0,0,0.00,0.00,0.00,0,0
626.000000,ExampleTwo,Tick,,,,,,0.00,3423.00,3423.00,252.02,2,-2,252.02,147.48,36.92,761,763
626.250000,ExampleOne,Tick,,,,,,0.00,3423.00,3424.00,552.98,-101,101,653.98,103.02,1212.00,355,254
626.250000,TraderOne,Tick,,,,,,0.00,3423.00,3424.00,0.00,0,0,0.00,0.00,0.00,0,0
626.250000,ExampleTwo,Tick,,,,,,0.00,3423.00,3424.00,252.02,2,-2,250.02,147.48,36.92,761,763
626.500000,ExampleOne,Tick,,,,,,0.00,3423.00,3425.00,552.98,-101,101,754.98,103.02,1212.00,355,254
626.500000,TraderOne,Tick,,,,,,0.00,3423.00,3425.00,0.00,0,0,0.00,0.00,0.00,0,0
626.500000,ExampleTwo,Tick,,,,,,0.00,3423.00,3425.00,252.02,2,-2,248.02,147.48,36.92,761,763
626.750000,ExampleOne,Tick,,,,,,0.00,3423.00,3425.00,552.98,-101,101,754.98,103.02,1212.00,355,254
626.750000,TraderOne,Tick,,,,,,0.00,3423.00,3425.00,0.00,0,0,0.00,0.00,0.00,0,0
626.750000,ExampleTwo,Tick,,,,,,0.00,3423.00,3425.00,252.02,2,-2,248.02,147.48,36.92,761,763
627.000000,ExampleOne,Tick,,,,,,0.00,3423.00,3423.00,552.98,-101,101,552.98,103.02,1212.00,355,254
627.000000,TraderOne,Tick,,,,,,0.00,3423.00,3423.00,0.00,0,0,0.00,0.00,0.00,0,0
627.000000,ExampleTwo,Tick,,,,,,0.00,3423.00,3423.00,252.02,2,-2,252.02,147.48,36.92,761,763
627.250000,ExampleOne,Tick,,,,,,0.00,3423.00,3423.00,552.98,-101,101,552.98,103.02,1212.00,355,254
627.250000,TraderOne,Tick,,,,,,0.00,3423.00,3423.00,0.00,0,0,0.00,0.00,0.00,0,0
627.250000,ExampleTwo,Tick,,,,,,0.00,3423.00,3423.00,252.02,2,-2,252.02,147.48,36.92,761,763
627.500000,ExampleOne,Tick,,,,,,0.00,3424.00,3423.00,552.98,-101,101,451.98,103.02,1212.00,355,254
627.500000,TraderOne,Tick,,,,,,0.00,3424.00,3423.00,0.00,0,0,0.00,0.00,0.00,0,0
627.500000,ExampleTwo,Tick,,,,,,0.00,3424.00,3423.00,252.02,2,-2,254.02,147.48,36.92,761,763
627.750000,ExampleOne,Tick,,,,,,0.00,3423.00,3423.00,552.98,-101,101,552.98,103.02,1212.00,355,254
627.750000,TraderOne,Tick,,,,,,0.00,3423.00,3423.00,0.00,0,0,0.00,0.00,0.00,0,0
627.750000,ExampleTwo,Tick,,,,,,0.00,3423.00,3423.00,252.02,2,-2,252.02,147.48,36.92,761,763
628.000000,ExampleOne,Tick,,,,,,0.00,3423.00,3423.00,552.98,-101,101,552.98,103.02,1212.00,355,254
628.000000,TraderOne,Tick,,,,,,0.00,3423.00,3423.00,0.00,0,0,0.00,0.00,0.00,0,0
628.000000,ExampleTwo,Tick,,,,,,0.00,3423.00,3423.00,252.02,2,-2,252.02,147.48,36.92,761,763
628.250000,ExampleOne,Tick,,,,,,0.00,3422.00,3425.00,552.98,-101,101,855.98,103.02,1212.00,355,254
628.250000,TraderOne,Tick,,,,,,0.00,3422.00,3425.00,0.00,0,0,0.00,0.00,0.00,0,0
628.250000,ExampleTwo,Tick,,,,,,0.00,3422.00,3425.00,252.02,2,-2,246.02,147.48,36.92,761,763
628.500000,ExampleOne,Tick,,,,,,0.00,3422.00,3423.00,552.98,-101,101,653.98,103.02,1212.00,355,254
628.500000,TraderOne,Tick,,,,,,0.00,3422.00,3423.00,0.00,0,0,0.00,0.00,0.00,0,0
628.500000,ExampleTwo,Tick,,,,,,0.00,3422.00,3423.00,252.02,2,-2,250.02,147.48,36.92,761,763
628.750000,ExampleOne,Tick,,,,,,0.00,3422.00,3425.00,552.98,-101,101,855.98,103.02,1212.00,355,254
628.750000,TraderOne,Tick,,,,,,0.00,3422.00,3425.00,0.00,0,0,0.00,0.00,0.00,0,0
628.750000,ExampleTwo,Tick,,,,,,0.00,3422.00,3425.00,252.02,2,-2,246.02,147.48,36.92,761,763
629.000000,ExampleOne,Tick,,,,,,0.00,3422.00,3427.00,552.98,-101,101,1057.98,103.02,1212.00,355,254
629.000000,TraderOne,Tick,,,,,,0.00,3422.00,3427.00,0.00,0,0,0.00,0.00,0.00,0,0
629.000000,ExampleTwo,Tick,,,,,,0.00,3422.00,3427.00,252.02,2,-2,242.02,147.48,36.92,761,763
629.250000,ExampleOne,Tick,,,,,,0.00,3422.00,3427.00,552.98,-101,101,1057.98,103.02,1212.00,355,254
629.250000,TraderOne,Tick,,,,,,0.00,3422.00,3427.00,0.00,0,0,0.00,0.00,0.00,0,0
629.250000,ExampleTwo,Tick,,,,,,0.00,3422.00,3427.00,252.02,2,-2,242.02,147.48,36.92,761,763
629.500000,ExampleOne,Tick,,,,,,0.00,3422.00,3422.00,552.98,-101,101,552.98,103.02,1212.00,355,254
629.500000,TraderOne,Tick,,,,,,0.00,3422.00,3422.00,0.00,0,0,0.00,0.00,0.00,0,0
629.500000,ExampleTwo,Tick,,,,,,0.00,3422.00,3422.00,252.02,2,-2,252.02,147.48,36.92,761,763
629.750000,ExampleOne,Tick,,,,,,0.00,3422.00,3421.00,552.98,-101,101,451.98,103.02,1212.00,355,254
629.750000,TraderOne,Tick,,,,,,0.00,3422.00,3421.00,0.00,0,0,0.00,0.00,0.00,0,0
629.750000,ExampleTwo,Tick,,,,,,0.00,3422.00,3421.00,252.02,2,-2,254.02,147.48,36.92,761,763
630.000000,ExampleOne,Tick,,,,,,0.00,3422.00,3423.00,552.98,-101,101,653.98,103.02,1212.00,355,254
630.000000,TraderOne,Tick,,,,,,0.00,3422.00,3423.00,0.00,0,0,0.00,0.00,0.00,0,0
630.000000,ExampleTwo,Tick,,,,,,0.00,3422.00,3423.00,252.02,2,-2,250.02,147.48,36.92,761,763
630.250000,ExampleOne,Tick,,,,,,0.00,3421.00,3420.00,552.98,-101,101,451.98,103.02,1212.00,355,254
630.250000,TraderOne,Tick,,,,,,0.00,3421.00,3420.00,0.00,0,0,0.00,0.00,0.00,0,0
630.250000,ExampleTwo,Tick,,,,,,0.00,3421.00,3420.00,252.02,2,-2,254.02,147.48,36.92,761,763
630.500000,ExampleOne,Tick,,,,,,0.00,3420.00,3420.00,552.98,-101,101,552.98,103.02,1212.00,355,254
630.500000,TraderOne,Tick,,,,,,0.00,3420.00,3420.00,0.00,0,0,0.00,0.00,0.00,0,0
630.500000,ExampleTwo,Tick,,,,,,0.00,3420.00,3420.00,252.02,2,-2,252.02,147.48,36.92,761,763
630.750000,ExampleOne,Tick,,,,,,0.00,3421.00,3422.00,552.98,-101,101,653.98,103.02,1212.00,355,254
630.750000,TraderOne,Tick,,,,,,0.00,3421.00,3422.00,0.00,0,0,0.00,0.00,0.00,0,0
630.750000,ExampleTwo,Tick,,,,,,0.00,3421.00,3422.00,252.02,2,-2,250.02,147.48,36.92,761,763
631.000000,ExampleOne,Tick,,,,,,0.00,3420.00,3422.00,552.98,-101,101,754.98,103.02,1212.00,355,254
631.000000,TraderOne,Tick,,,,,,0.00,3420.00,3422.00,0.00,0,0,0.00,0.00,0.00,0,0
631.000000,ExampleTwo,Tick,,,,,,0.00,3420.00,3422.00,252.02,2,-2,248.02,147.48,36.92,761,763
631.250000,ExampleOne,Tick,,,,,,0.00,3420.00,3420.00,552.98,-101,101,552.98,103.02,1212.00,355,254
631.250000,TraderOne,Tick,,,,,,0.00,3420.00,3420.00,0.00,0,0,0.00,0.00,0.00,0,0
631.250000,ExampleTwo,Tick,,,,,,0.00,3420.00,3420.00,252.02,2,-2,252.02,147.48,36.92,761,763
631.500000,ExampleOne,Tick,,,,,,0.00,3420.00,3419.00,552.98,-101,101,451.98,103.02,1212.00,355,254
631.500000,TraderOne,Tick,,,,,,0.00,3420.00,3419.00,0.00,0,0,0.00,0.00,0.00,0,0
631.500000,ExampleTwo,Tick,,,,,,0.00,3420.00,3419.00,252.02,2,-2,254.02,147.48,36.92,761,763
631.750000,ExampleOne,Tick,,,,,,0.00,3419.00,3419.00,552.98,-101,101,552.98,103.02,1212.00,355,254
631.750000,TraderOne,Tick,,,,,,0.00,3419.00,3419.00,0.00,0,0,0.00,0.00,0.00,0,0
631.750000,ExampleTwo,Tick,,,,,,0.00,3419.00,3419.00,252.02,2,-2,252.02,147.48,36.92,761,763
632.000000,ExampleOne,Tick,,,,,,0.00,3419.00,3419.00,552.98,-101,101,552.98,103.02,1212.00,355,254
632.000000,TraderOne,Tick,,,,,,0.00,3419.00,3419.00,0.00,0,0,0.00,0.00,0.00,0,0
632.000000,ExampleTwo,Tick,,,,,,0.00,3419.00,3419.00,252.02,2,-2,252.02,147.48,36.92,761,763
632.250000,ExampleOne,Tick,,,,,,0.00,3419.00,3420.00,552.98,-101,101,653.98,103.02,1212.00,355,254
632.250000,TraderOne,Tick,,,,,,0.00,3419.00,3420.00,0.00,0,0,0.00,0.00,0.00,0,0
632.250000,ExampleTwo,Tick,,,,,,0.00,3419.00,3420.00,252.02,2,-2,250.02,147.48,36.92,761,763
632.500000,ExampleOne,Tick,,,,,,0.00,3418.00,3419.00,552.98,-101,101,653.98,103.02,1212.00,355,254
632.500000,TraderOne,Tick,,,,,,0.00,3418.00,3419.00,0.00,0,0,0.00,0.00,0.00,0,0
632.500000,ExampleTwo,Tick,,,,,,0.00,3418.00,3419.00,252.02,2,-2,250.02,147.48,36.92,761,763
632.750000,ExampleOne,Tick,,,,,,0.00,3418.00,3420.00,552.98,-101,101,754.98,103.02,1212.00,355,254
632.750000,TraderOne,Tick,,,,,,0.00,3418.00,3420.00,0.00,0,0,0.00,0.00,0.00,0,0
632.750000,ExampleTwo,Tick,,,,,,0.00,3418.00,3420.00,252.02,2,-2,248.02,147.48,36.92,761,763
633.000000,ExampleOne,Tick,,,,,,0.00,3419.00,3419.00,552.98,-101,101,552.98,103.02,1212.00,355,254
633.000000,TraderOne,Tick,,,,,,0.00,3419.00,3419.00,0.00,0,0,0.00,0.00,0.00,0,0
633.000000,ExampleTwo,Tick,,,,,,0.00,3419.00,3419.00,252.02,2,-2,252.02,147.48,36.92,761,763
633.266000,ExampleOne,Tick,,,,,,0.00,3419.00,3419.00,552.98,-101,101,552.98,103.02,1212.00,355,254
633.266000,TraderOne,Tick,,,,,,0.00,3419.00,3419.00,0.00,0,0,0.00,0.00,0.00,0,0
633.266000,ExampleTwo,Tick,,,,,,0.00,3419.00,3419.00,252.02,2,-2,252.02,147.48,36.92,761,763
633.500000,ExampleOne,Tick,,,,,,0.00,3419.00,3419.00,552.98,-101,101,552.98,103.02,1212.00,355,254
633.500000,TraderOne,Tick,,,,,,0.00,3419.00,3419.00,0.00,0,0,0.00,0.00,0.00,0,0
633.500000,ExampleTwo,Tick,,,,,,0.00,3419.00,3419.00,252.02,2,-2,252.02,147.48,36.92,761,763
633.750000,ExampleOne,Tick,,,,,,0.00,3419.00,3420.00,552.98,-101,101,653.98,103.02,1212.00,355,254
633.750000,TraderOne,Tick,,,,,,0.00,3419.00,3420.00,0.00,0,0,0.00,0.00,0.00,0,0
633.750000,ExampleTwo,Tick,,,,,,0.00,3419.00,3420.00,252.02,2,-2,250.02,147.48,36.92,761,763
634.000000,ExampleOne,Tick,,,,,,0.00,3418.00,3422.00,552.98,-101,101,956.98,103.02,1212.00,355,254
634.000000,TraderOne,Tick,,,,,,0.00,3418.00,3422.00,0.00,0,0,0.00,0.00,0.00,0,0
634.000000,ExampleTwo,Tick,,,,,,0.00,3418.00,3422.00,252.02,2,-2,244.02,147.48,36.92,761,763
634.250000,ExampleOne,Tick,,,,,,0.00,3418.00,3422.00,552.98,-101,101,956.98,103.02,1212.00,355,254
634.250000,TraderOne,Tick,,,,,,0.00,3418.00,3422.00,0.00,0,0,0.00,0.00,0.00,0,0
